continent,dw_region,region,income,iso3,country,city,year,pm10.mean,pm10.coverage,pm10.converted,pm25.mean,pm25.coverage,pm25.converted,stations,reference,db.version,status
Europe,Western and Southern Europe,Europe,HIC,AUT,Austria,Traismaier,2013,22,NA,Measured,16,NA,Converted,"1 station, background, rural-regional","European Environment Agency, Air quality e-reporting database",2016,
Europe,Western and Southern Europe,Europe,HIC,AUT,Austria,Traismauer,2016,14,>75%,Measured,10,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,AUT,Austria,Traun,2016,19,>75%,Measured,14,>75%,Measured,2 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,AUT,Austria,Tulln,2014,20,>75%,Measured,14,>75%,Measured,2 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,AUT,Austria,Tulln An Der Donau,2016,19,>75%,Measured,14,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,AUT,Austria,Villach,2016,18,>75%,Measured,13,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,AUT,Austria,Voitsberg,2016,22,>75%,Measured,13,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,AUT,Austria,Vomp,2016,15,>75%,Measured,11,NA,Converted,"1 Rural-Background, 2 Rural-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,AUT,Austria,Weiz,2016,19,>75%,Measured,11,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,AUT,Austria,Wels,2016,19,>75%,Measured,14,>75%,Measured,2 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,AUT,Austria,Wien,2016,19,>75%,Measured,14,>75%,Measured,"7 Suburban-Background, 1 Suburban-Traffic, 13 Urban-Background, 3 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,AUT,Austria,Wien-Umgebung,2014,22,>75%,Measured,15,>75%,Measured,1 N.A.,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,AUT,Austria,Wiener Neudorf,2016,19,>75%,Measured,13,>75%,Measured,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,AUT,Austria,Wiener Neustadt,2016,20,>75%,Measured,14,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,AUT,Austria,Wildon,2016,18,>75%,Measured,12,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,AUT,Austria,Wolfsberg,2016,21,>75%,Measured,16,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,AUT,Austria,Worgl,2016,14,>75%,Measured,10,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,AUT,Austria,Zell,2016,21,>75%,Measured,15,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,AUT,Austria,Zeltweg,2016,17,>75%,Measured,12,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,AUT,Austria,Ziersdorf,2016,18,>75%,Measured,13,NA,Converted,1 Rural-Regional-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Aarschot,2016,20,>75%,Measured,13,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Andenne,2016,15,>75%,Measured,10,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Antwerpen,2016,23,>75%,Measured,14,>75%,Measured,"3 Suburban-Background, 2 Suburban-Industrial, 3 Urban-Background, 1 Urban-Industrial, 3 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Baelen,2016,13,>75%,Measured,9,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Berchem-Sainte-Agathe,2016,17,>75%,Measured,12,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Berendrecht,2013,26,NA,Measured,17,NA,Converted,"1 station, background, suburban","European Environment Agency, Air quality e-reporting database",2016,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Bertrix,2016,12,>75%,Measured,8,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Beveren,2016,23,>75%,Measured,15,>75%,Measured,3 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Boom,2016,21,>75%,Measured,13,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Brussels,2013,26,NA,Measured,18,NA,Measured,"6 stations, background, suburban","European Environment Agency, Air quality e-reporting database",2016,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Bruxelles,2016,23,>75%,Measured,16,>75%,Measured,"1 Suburban-Background, 1 Suburban-Industrial",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Charleroi,2016,22,>75%,Measured,13,>75%,Measured,"2 Suburban-Background, 1 Suburban-Industrial, 1 Urban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Chatelet,2016,19,>75%,Measured,12,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Chaumont-Gistoux,2016,17,>75%,Measured,11,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Corroy Le Grand,2013,20,NA,Measured,15,NA,Measured,"1 station, background, rural","European Environment Agency, Air quality e-reporting database",2016,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Damme,2016,19,>75%,Measured,12,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Dessel,2016,20,>75%,Measured,12,>75%,Measured,2 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Destelbergen,2016,22,>75%,Measured,14,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Diepenbeek,2016,22,>75%,Measured,14,>75%,Measured,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Engis,2016,24,>75%,Measured,13,>75%,Measured,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Evergem,2016,23,>75%,Measured,14,>75%,Measured,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Genk,2013,26,NA,Measured,18,NA,Converted,"1 station, industrial, urban","European Environment Agency, Air quality e-reporting database",2016,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Gent,2016,26,>75%,Measured,15,>75%,Measured,"1 Rural-Industrial, 2 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Habay,2016,13,>75%,Measured,8,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Habay La Neuve,2013,15,NA,Measured,11,NA,Measured,"1 station, background, rural","European Environment Agency, Air quality e-reporting database",2016,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Hasselt,2016,20,>75%,Measured,13,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Herstal,2016,20,>75%,Measured,11,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Hoboken,2013,28,NA,Measured,19,NA,Converted,"1 station, background, suburban","European Environment Agency, Air quality e-reporting database",2016,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Hoevenen,2013,26,NA,Measured,18,NA,Measured,"1 station, industrial, suburban","European Environment Agency, Air quality e-reporting database",2016,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Landen,2016,21,>75%,Measured,13,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Liege,2016,19,>75%,Measured,11,>75%,Measured,2 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Mechelen,2016,21,>75%,Measured,14,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Menen,2016,26,>75%,Measured,15,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Moerkerke,2013,24,NA,Measured,16,NA,Converted,"1 station, background, rural","European Environment Agency, Air quality e-reporting database",2016,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Molenbeek-Saint-Jean,2016,23,>75%,Measured,16,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Mons,2016,21,>75%,Measured,13,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Oostrozebeke,2016,28,>75%,Measured,17,>75%,Measured,1 Rural-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Roeselaere,2013,28,NA,Measured,19,NA,Converted,"2 stations, background, suburban","European Environment Agency, Air quality e-reporting database",2016,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Roeselare,2016,24,>75%,Measured,15,>75%,Measured,"1 Suburban-Background, 1 Suburban-Industrial",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Saint-Nicolas,2016,16,>75%,Measured,10,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Sainte-Ode,2016,10,>75%,Measured,7,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Schoten,2016,22,>75%,Measured,14,>75%,Measured,2 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Seraing,2016,22,>75%,Measured,13,>75%,Measured,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Sint-Lambrechts-Woluwe,2016,19,>75%,Measured,12,NA,Converted,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Somme-Leuze,2016,14,>75%,Measured,8,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Stabroek,2016,21,>75%,Measured,15,>75%,Measured,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Steenokkerzeel,2016,22,>75%,Measured,13,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Tournai,2016,20,>75%,Measured,12,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Uccle,2016,18,>75%,Measured,13,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Veurne,2016,18,>75%,Measured,12,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Vielsalm,2016,8,>75%,Measured,5,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Vilvoorde,2016,23,>75%,Measured,14,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Viroinval,2016,13,>75%,Measured,8,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Wielsbeke,2016,23,>75%,Measured,15,>75%,Measured,1 Rural-Near_city-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Zelzate,2016,24,>75%,Measured,15,>75%,Measured,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Zwevegem,2016,23,>75%,Measured,15,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,BEL,Belgium,Zwijndrecht,2016,22,>75%,Measured,14,>75%,Measured,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Asia,Asia,South-East Asia,LMIC,BGD,Bangladesh,Barisal,2015,113,>75%,Measured,80,>75%,Measured,1 Urban,"Ministry of Environment and Forest, Clean air and sustainable Environment",2018,
Asia,Asia,South-East Asia,LMIC,BGD,Bangladesh,Chittagong,2015,91,>75%,Measured,66,50% -< 75%,Measured,2 Urban,"Ministry of Environment and Forest, Clean air and sustainable Environment",2018,
Asia,Asia,South-East Asia,LMIC,BGD,Bangladesh,Dhaka,2015,146,50% -< 75%,Measured,82,>75%,Measured,3 Urban,"Ministry of Environment and Forest, Clean air and sustainable Environment",2018,
Asia,Asia,South-East Asia,LMIC,BGD,Bangladesh,Gazipur,2015,143,>75%,Measured,81,>75%,Measured,1 Urban,"Ministry of Environment and Forest, Clean air and sustainable Environment",2018,
Asia,Asia,South-East Asia,LMIC,BGD,Bangladesh,Khulna,2015,94,>75%,Measured,84,50% -< 75%,Measured,1 Urban,"Ministry of Environment and Forest, Clean air and sustainable Environment",2018,
Asia,Asia,South-East Asia,LMIC,BGD,Bangladesh,Narayangonj,2015,205,>75%,Measured,94,>75%,Measured,1 Urban,"Ministry of Environment and Forest, Clean air and sustainable Environment",2018,
Asia,Asia,South-East Asia,LMIC,BGD,Bangladesh,Rajshahi,2014,176,50% -< 75%,Measured,42,>75%,Measured,1 Urban,"Ministry of Environment and Forest, Clean air and sustainable Environment",2018,
Asia,Asia,South-East Asia,LMIC,BGD,Bangladesh,Sylhet,2015,111,>75%,Measured,61,>75%,Measured,1 Urban,"Ministry of Environment and Forest, Clean air and sustainable Environment",2018,
Europe,Eastern Europe,Europe,LMIC,BGR,Bulgaria,Blagoevgrad,2016,41,>75%,Measured,26,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,LMIC,BGR,Bulgaria,Burgas,2016,32,>75%,Measured,20,NA,Converted,"1 Suburban-Background, 1 Suburban-Industrial, 1 Urban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,LMIC,BGR,Bulgaria,Devnia,2013,27,NA,Measured,19,NA,Converted,"1 station, industrial, suburban","European Environment Agency, Air quality e-reporting database",2016,
Europe,Eastern Europe,Europe,LMIC,BGR,Bulgaria,Devnya,2016,28,>75%,Measured,17,NA,Converted,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,LMIC,BGR,Bulgaria,Dimitrovgad,2013,59,NA,Measured,42,NA,Converted,"1 station, background, suburban","European Environment Agency, Air quality e-reporting database",2016,
